match_id,patch,team_a_1,team_a_2,team_a_3,team_a_4,team_a_5,team_b_1,team_b_2,team_b_3,team_b_4,team_b_5,team_a_win
NA1_5510392773,16.5,Diana,Ezreal,Leona,MasterYi,Urgot,Jhin,Kassadin,Kayle,Tryndamere,Zac,1
NA1_5507499471,16.5,AurelionSol,Graves,Jinx,Milio,Ornn,Leona,Malphite,Syndra,Taliyah,Xayah,1
NA1_5509386708,16.5,Graves,Kennen,Mordekaiser,Nami,Tristana,Gwen,Ivern,MasterYi,Rengar,Sylas,0
NA1_5510461236,16.5,Caitlyn,Gwen,Heimerdinger,Pyke,XinZhao,Camille,Ezreal,Gragas,Lux,Rengar,0
NA1_5507482655,16.5,Aphelios,AurelionSol,MasterYi,Ryze,Senna,Ezreal,Garen,Hecarim,Malzahar,Nami,0
NA1_5505540616,16.5,Ahri,Draven,Evelynn,Sejuani,TahmKench,Ambessa,Corki,Nami,Orianna,Rengar,1
NA1_5508616970,16.5,Akali,Ashe,Caitlyn,Sylas,Zaahen,Aphelios,Braum,Hecarim,Renekton,Syndra,0
NA1_5508291406,16.5,Akali,Corki,Kled,Udyr,Xerath,Ashe,Bard,Kayn,Nocturne,Sion,1
NA1_5508389224,16.5,Ahri,Corki,Gnar,Karma,Naafiri,Nunu,Smolder,Soraka,Tryndamere,Vex,1
NA1_5510035141,16.5,Ambessa,Briar,Karma,TwistedFate,Yunara,Karthus,Lucian,Ornn,Sona,Talon,0
NA1_5505529953,16.5,Ekko,Ezreal,Leona,Nidalee,Zaahen,Gragas,Ivern,Shen,Sivir,Swain,0
NA1_5510570046,16.5,Anivia,Bard,Shen,Xerath,Yone,Gnar,Hecarim,Lulu,Syndra,Yunara,1
NA1_5510471165,16.5,Bard,Cassiopeia,Draven,Graves,Rumble,Jayce,Mel,Taliyah,Thresh,Vayne,1
NA1_5509219805,16.5,Ahri,Elise,Jayce,Jinx,Morgana,Ambessa,Ashe,Kayle,Sylas,Thresh,0
NA1_5510097128,16.5,Anivia,Milio,Nasus,Volibear,Yunara,Annie,Brand,Gnar,Lux,Shaco,0
NA1_5506290969,16.5,DrMundo,Poppy,Talon,Twitch,Veigar,Malzahar,RekSai,Rell,Xayah,Zed,0
NA1_5510800991,16.5,Aatrox,AurelionSol,Jayce,Renata,Yunara,Malphite,Mordekaiser,Orianna,Pantheon,Warwick,0
NA1_5508591729,16.5,Aurora,Darius,Kaisa,Neeko,RekSai,Caitlyn,Camille,Sona,Sylas,Yasuo,0
NA1_5510628321,16.5,Ahri,LeeSin,Malphite,Senna,TahmKench,Anivia,Kayn,Kled,Sona,Swain,0
NA1_5509570533,16.5,Ashe,Brand,Jayce,Sona,TwistedFate,Fiora,Galio,Graves,Velkoz,Yuumi,0
NA1_5508212877,16.5,Ahri,Fiora,JarvanIV,KogMaw,Lulu,Gwen,Ornn,Sona,Sylas,Tristana,0
NA1_5506497300,16.5,Blitzcrank,Fiora,Jhin,Kindred,Neeko,Hwei,Jinx,Kassadin,Seraphine,Vi,0
NA1_5509588509,16.5,Ezreal,Fizz,Pyke,Sett,Zaahen,Graves,Kassadin,Nami,Ornn,Vayne,0
NA1_5509992151,16.5,Bard,Cassiopeia,Qiyana,RekSai,Yone,Ezreal,Graves,Karma,TwistedFate,Vladimir,1
NA1_5509191967,16.5,Aurora,Bard,Talon,Tryndamere,Xerath,Ekko,Gnar,Janna,Jhin,Sylas,1
NA1_5509058546,16.5,Ahri,DrMundo,Smolder,Sona,Volibear,Gnar,Kayn,Orianna,Pyke,Yasuo,1
NA1_5507110240,16.5,Annie,Ezreal,Gwen,Karma,MasterYi,Mel,Nunu,Sett,Sivir,Soraka,1
NA1_5510345677,16.5,Ahri,FiddleSticks,Graves,Senna,Smolder,Aurora,Blitzcrank,Jinx,Kindred,Teemo,0
NA1_5508952655,16.5,Galio,LeeSin,Lulu,Udyr,Yunara,Gragas,Jax,Smolder,Tryndamere,Zilean,0
NA1_5505493450,16.5,Ahri,Ambessa,Jhin,Leona,Tryndamere,Cassiopeia,Garen,Nautilus,RekSai,Twitch,1
NA1_5509625470,16.5,Camille,Mel,Nunu,Sona,Yone,Ekko,Xerath,Yuumi,Zaahen,Zeri,1
NA1_5507363962,16.5,AurelionSol,Jayce,Jhin,Pyke,Trundle,Ezreal,Malphite,Naafiri,Ryze,Taric,0
NA1_5508480264,16.5,Alistar,Camille,Sylas,Talon,Twitch,Mel,Nami,Urgot,XinZhao,Zed,0
NA1_5510618888,16.5,Blitzcrank,Jinx,Khazix,Viktor,Yone,KogMaw,Lucian,Pyke,Qiyana,Viego,1
NA1_5508559248,16.5,Alistar,Kayn,Lillia,Yasuo,Yone,Fizz,JarvanIV,Karma,Malphite,Twitch,1
NA1_5508042225,16.5,Aatrox,DrMundo,Karma,Yasuo,Ziggs,Ashe,Jax,Rengar,Sona,Varus,0
NA1_5506719299,16.5,Akshan,FiddleSticks,Urgot,Viktor,Xerath,Blitzcrank,Kayle,Khazix,Samira,Zoe,0
NA1_5509572925,16.5,Evelynn,Jhin,Nami,Teemo,Yone,Karthus,Sion,Sivir,Sylas,Yasuo,0
NA1_5506348642,16.5,Ashe,Bard,Garen,MasterYi,Orianna,Ezreal,Shen,Thresh,Viktor,Volibear,1
NA1_5505697107,16.5,Ashe,Garen,Nocturne,Rakan,Viktor,Brand,Hwei,Naafiri,Vayne,Zeri,1
NA1_5506469831,16.5,Ahri,Ambessa,Hecarim,Nami,Veigar,Ezreal,Galio,KSante,Karma,Shyvana,1
NA1_5506873936,16.5,Ezreal,Nami,Talon,Veigar,Zaahen,Hwei,Neeko,Senna,Smolder,Yasuo,1
NA1_5509833612,16.5,Illaoi,MissFortune,Swain,Udyr,Xerath,Jinx,Seraphine,Taliyah,Urgot,Zed,1
NA1_5508650967,16.5,Bard,Irelia,LeeSin,Singed,Yunara,Ornn,Ryze,Sivir,Sona,Volibear,0
NA1_5509997751,16.5,Briar,Irelia,Pantheon,Ryze,Swain,Graves,Hwei,Kled,Naafiri,Sona,0
NA1_5508483985,16.5,Ezreal,Malphite,Mel,Milio,Yorick,Lulu,Taliyah,Tristana,Vayne,Zed,0
NA1_5509221649,16.5,Akali,Bard,JarvanIV,Singed,Yunara,Ashe,Rumble,Sona,Xerath,Zaahen,0
NA1_5506487711,16.5,Graves,Illaoi,Kaisa,Katarina,Pyke,Kled,MissFortune,Rell,Skarner,Vex,0
NA1_5508970208,16.5,Bard,Ezreal,Fizz,Sett,XinZhao,DrMundo,Ekko,Renekton,Senna,Smolder,0
NA1_5510202942,16.5,Amumu,Riven,Swain,Viego,Viktor,Brand,Galio,Graves,Kaisa,Yone,1
NA1_5508700194,16.5,Ahri,Khazix,Lucian,Nami,Sett,Blitzcrank,Irelia,Lillia,Renekton,Tristana,1
NA1_5509607513,16.5,Ambessa,Briar,Garen,Lux,Pyke,Diana,Kaisa,Renekton,Swain,Zac,0
NA1_5506369700,16.5,Ahri,Lulu,Naafiri,Nasus,Twitch,Cassiopeia,Janna,Malphite,Samira,Yasuo,1
NA1_5510192416,16.5,Chogath,Karma,Kayle,Khazix,Tristana,Jinx,Riven,Ryze,Senna,Warwick,1
NA1_5508509695,16.5,Braum,MasterYi,Nocturne,Senna,Vex,Jax,Jayce,Kaisa,Leona,Teemo,1
NA1_5506288313,16.5,Brand,Briar,Riven,Seraphine,Veigar,Chogath,Jayce,Jhin,Lillia,Senna,0
NA1_5508732903,16.5,Akali,Jinx,Rengar,Thresh,Zaahen,Caitlyn,Garen,Nami,Nocturne,Veigar,0
NA1_5509790237,16.5,Blitzcrank,Ekko,Jax,Leblanc,Yunara,DrMundo,Sion,Sona,Varus,Veigar,0
NA1_5505625656,16.5,Aurora,Chogath,Corki,Rengar,Seraphine,Lucian,Nocturne,Orianna,Rumble,Sona,1
NA1_5510670051,16.5,Ahri,Graves,Seraphine,Shen,Sivir,DrMundo,Ezreal,Teemo,Tristana,Zyra,0
NA1_5506066267,16.5,Braum,Fizz,Graves,Lux,Riven,Jhin,Malphite,Nautilus,Sylas,Volibear,1
NA1_5509420512,16.5,Ahri,Hecarim,Qiyana,Renekton,Soraka,Ambessa,Kaisa,Leona,Rengar,Sylas,0
NA1_5509709754,16.5,Ambessa,Diana,Kaisa,Kindred,Zilean,Bard,Ezreal,Fizz,Irelia,Orianna,0
NA1_5510007318,16.5,Braum,Caitlyn,Khazix,Udyr,Vladimir,Jax,Karma,Ornn,Xerath,Yunara,1
NA1_5505723072,16.5,MissFortune,Renata,Singed,Skarner,Vayne,Nami,Talon,Teemo,Zac,Zeri,1
NA1_5506556345,16.5,Aatrox,Caitlyn,Heimerdinger,Naafiri,Thresh,FiddleSticks,Jayce,Kaisa,Lulu,Zac,0
NA1_5509250119,16.5,Annie,Graves,Pantheon,Yunara,Yuumi,Jinx,Kaisa,Thresh,Vladimir,Volibear,0
NA1_5510218039,16.5,Aphelios,Jax,LeeSin,Lulu,Pantheon,Draven,Gwen,Janna,Kassadin,Talon,0
NA1_5506668467,16.5,Darius,Kennen,Sivir,Sona,Viktor,Ezreal,Khazix,Leona,Orianna,Sett,1
NA1_5510552791,16.5,Annie,Hwei,Malphite,Qiyana,Sylas,Kaisa,Leona,Nunu,Ornn,Ryze,1
NA1_5507818563,16.5,Aatrox,Aphelios,Nautilus,Nidalee,Renekton,Azir,Blitzcrank,Smolder,Taric,Yone,1
NA1_5508700142,16.5,Ashe,Briar,Camille,Graves,Karma,Ezreal,Illaoi,Lulu,Lux,Rammus,1
NA1_5507631860,16.5,Ambessa,Janna,Nasus,Swain,Yasuo,Darius,Kaisa,Nunu,TahmKench,Ziggs,0
NA1_5508252166,16.5,Caitlyn,Karma,Malphite,Nasus,Vi,Lucian,Lulu,Nilah,Sylas,Vladimir,1
NA1_5507956590,16.5,Akali,LeeSin,Malphite,Nilah,Sona,Nami,Poppy,Shen,Sylas,Twitch,0
NA1_5510665822,16.5,Aatrox,Samira,Senna,Shaco,Swain,Ambessa,Illaoi,Karma,Mel,Syndra,0
NA1_5509670637,16.5,Ambessa,Lux,Nami,Sett,Twitch,JarvanIV,Kaisa,Kennen,Thresh,Vayne,0
NA1_5505509831,16.5,Aatrox,Nilah,Rengar,Sona,Zilean,Ahri,Caitlyn,Kayle,Lux,Udyr,0
NA1_5508809911,16.5,Alistar,Graves,Syndra,Tryndamere,Twitch,Corki,Garen,Hecarim,Leblanc,Nami,1
NA1_5506431073,16.5,Aatrox,Darius,Jinx,Naafiri,Nami,Ezreal,Taric,TwistedFate,Vladimir,Zaahen,1
NA1_5506597111,16.5,Azir,Bard,Darius,Ezreal,Neeko,Jinx,Seraphine,Singed,Viego,Xerath,0
NA1_5508401219,16.5,Cassiopeia,Gwen,Nami,Senna,Zaahen,Ezreal,Karma,Kennen,Sylas,XinZhao,0
NA1_5510523860,16.5,Bard,Ezreal,Ornn,Sylas,Zaahen,Belveth,MonkeyKing,Pantheon,Ryze,Velkoz,0
NA1_5507985155,16.5,Ahri,DrMundo,Karma,Vi,Yunara,Chogath,Ezreal,Lissandra,Pantheon,Thresh,1
NA1_5510453980,16.5,AurelionSol,Jayce,Katarina,Neeko,Sion,Corki,Fizz,Graves,Nami,Talon,1
NA1_5508789828,16.5,Ambessa,Caitlyn,KSante,Orianna,Thresh,Braum,Jinx,Kassadin,LeeSin,Zaahen,1
NA1_5506937402,16.5,Ekko,Olaf,Smolder,TwistedFate,Zyra,Katarina,Lissandra,Nilah,Shaco,Yuumi,0
NA1_5506547882,16.5,Ahri,Irelia,Jax,Karthus,Nami,Braum,Galio,Jayce,Lucian,MasterYi,1
NA1_5505519234,16.5,Ahri,Gnar,Karma,MonkeyKing,Smolder,Lillia,Nautilus,Senna,Swain,Udyr,0
NA1_5510145728,16.5,Alistar,Kled,Nunu,Ryze,Yunara,Darius,Janna,Jinx,Katarina,Rengar,0
NA1_5507681316,16.5,Anivia,Nunu,Riven,Sejuani,Smolder,Ashe,Azir,Hecarim,Jhin,Pantheon,0
NA1_5506773614,16.5,Ahri,Talon,Trundle,Vayne,Zac,Kalista,Kayn,Khazix,Seraphine,Sylas,1
NA1_5509004195,16.5,Blitzcrank,Draven,Jayce,LeeSin,Zoe,Jinx,Milio,Naafiri,TwistedFate,Yone,1
NA1_5508618884,16.5,Hwei,Lucian,Mordekaiser,Nami,Rengar,Senna,Smolder,Swain,Tryndamere,Volibear,0
NA1_5507092734,16.5,Gragas,Jhin,Karthus,Pantheon,Rell,Malzahar,Smolder,Soraka,Sylas,Zaahen,0
NA1_5505795133,16.5,Aatrox,Caitlyn,Graves,Hwei,Sona,Galio,Jinx,Mordekaiser,Nautilus,Talon,0
NA1_5509188839,16.5,Aphelios,Aurora,Jax,Renekton,Sona,Ekko,Rakan,Teemo,Xayah,Yasuo,1
NA1_5505505906,16.5,Ahri,FiddleSticks,Jayce,Lucian,Nami,Azir,Belveth,Rakan,Xerath,Zaahen,1
NA1_5506309564,16.5,Elise,Kaisa,Naafiri,Nautilus,Pantheon,Gangplank,Garen,Kayn,Pyke,Velkoz,0
NA1_5510052253,16.5,Belveth,Hwei,Sion,Soraka,Swain,Darius,Ekko,Rell,Taliyah,Twitch,0
NA1_5505903854,16.5,Ahri,Alistar,Caitlyn,Khazix,Zoe,Fizz,Gnar,Jhin,Rell,Viego,1
NA1_5508876978,16.5,Caitlyn,Gnar,Lux,MasterYi,Talon,Gangplank,Khazix,Lucian,Xerath,Zyra,0
NA1_5509842307,16.5,Ahri,Camille,Karthus,Soraka,Twitch,Graves,Karma,Nautilus,Smolder,Syndra,0
NA1_5510768711,16.5,Annie,DrMundo,Lucian,Lux,Vladimir,Jhin,Kayn,Volibear,Zilean,Zoe,0
NA1_5510837929,16.5,Ahri,Alistar,Ambessa,Vi,Xayah,Fizz,Jayce,Rakan,Renekton,Samira,0
NA1_5510459975,16.5,Aatrox,Katarina,Lulu,Talon,Vayne,Garen,Kayle,Khazix,Vladimir,Yunara,1
NA1_5509300415,16.5,Chogath,Ezreal,Garen,Karma,Qiyana,Hecarim,Jinx,Seraphine,Swain,Zilean,0
NA1_5506188774,16.5,Leblanc,Lux,Morgana,Olaf,Zaahen,Leona,Senna,Sett,Trundle,Yone,1
NA1_5505583867,16.5,Ashe,Katarina,Pantheon,Zaahen,Zac,Khazix,Senna,Swain,TahmKench,Yasuo,0
NA1_5508627118,16.5,Ambessa,Braum,Rammus,Samira,Viktor,Ezreal,Lux,MonkeyKing,Shaco,Zaahen,0
NA1_5508080555,16.5,Akali,Bard,Jayce,Katarina,Mel,Anivia,Camille,Ezreal,Nami,Zac,1
NA1_5505579253,16.5,Ahri,Lucian,Nidalee,Teemo,XinZhao,Ezreal,Jayce,Lux,Sona,Volibear,1
NA1_5510390309,16.5,Ambessa,Bard,Kindred,Nasus,Ziggs,Kassadin,Sona,Vayne,Zaahen,Zac,1
NA1_5506514932,16.5,Ahri,Diana,Irelia,Twitch,Yorick,Brand,Corki,Renekton,Shaco,Soraka,1
NA1_5509937750,16.5,FiddleSticks,Janna,Khazix,Kindred,Syndra,Milio,Riven,Sylas,Vayne,Warwick,1
NA1_5507881776,16.5,Akali,Aphelios,Khazix,Nami,Sion,Graves,Jhin,Kaisa,Kennen,Neeko,0
NA1_5506206335,16.5,Azir,Graves,Hwei,Nautilus,Olaf,FiddleSticks,Garen,Milio,Qiyana,Swain,0
NA1_5510472578,16.5,Ashe,Cassiopeia,Seraphine,Sylas,Trundle,Briar,Jinx,Karma,Nasus,Tryndamere,0
NA1_5509724258,16.5,Akali,Evelynn,Gnar,Nilah,Sona,Blitzcrank,Gwen,Kayn,Nasus,Syndra,0
NA1_5508820900,16.5,Alistar,Ezreal,Kennen,Mel,Rengar,Elise,Lissandra,Pantheon,Seraphine,Vayne,0
NA1_5509183217,16.5,Aatrox,AurelionSol,Draven,JarvanIV,Nami,Caitlyn,Diana,Gragas,Mel,Nautilus,0
NA1_5509120357,16.5,Aurora,Malphite,Neeko,Twitch,Yasuo,Ezreal,Garen,Karthus,Olaf,Swain,1
NA1_5507078275,16.5,Ahri,Irelia,Kaisa,Naafiri,Nami,AurelionSol,Bard,Corki,Graves,Veigar,1
NA1_5507207715,16.5,Ahri,Elise,Jayce,Lucian,Nami,Camille,Kayn,Twitch,Vex,Zilean,1
NA1_5510134995,16.5,Ahri,DrMundo,Ezreal,Nami,Nasus,Garen,Lissandra,Morgana,Nautilus,Samira,0
NA1_5508770945,16.5,Ambessa,Caitlyn,Karma,Mel,Renekton,Braum,MissFortune,Yone,Zaahen,Zoe,0
NA1_5509635086,16.5,Ahri,Garen,MasterYi,Senna,Zac,Aurora,Camille,Khazix,Nautilus,Sivir,0
NA1_5505929835,16.5,Brand,Naafiri,Nami,Yone,Zac,Garen,Jayce,Sona,Yunara,Zoe,0
NA1_5510481827,16.5,Fizz,JarvanIV,Jinx,Mordekaiser,Nami,Garen,Naafiri,Nautilus,Orianna,Yunara,1
NA1_5508999016,16.5,Ambessa,Blitzcrank,Draven,Shen,Zed,Aurora,Irelia,Nilah,Renata,Talon,1
NA1_5510464951,16.5,Aatrox,Elise,Rakan,Seraphine,Smolder,Akshan,MasterYi,Nami,Renekton,Veigar,1
NA1_5510134152,16.5,Graves,Jayce,Nami,Seraphine,TwistedFate,JarvanIV,MonkeyKing,Sona,Syndra,Twitch,1
NA1_5507826159,16.5,Alistar,Aphelios,Jayce,Viktor,Yone,Ambessa,Hwei,Ryze,Seraphine,Urgot,1
NA1_5510495027,16.5,Annie,Malphite,Nami,Samira,Shen,Corki,Nocturne,Seraphine,Swain,Yone,0
NA1_5507029908,16.5,Brand,Caitlyn,Garen,Morgana,Zaahen,Braum,Naafiri,Syndra,Urgot,Yunara,0
NA1_5508990302,16.5,Anivia,Elise,Riven,Twitch,Yuumi,Cassiopeia,Lulu,Shen,XinZhao,Yunara,1
NA1_5508670950,16.5,Aatrox,Aurora,KogMaw,Riven,Thresh,Braum,JarvanIV,Renekton,Yone,Ziggs,1
NA1_5509775383,16.5,Ahri,Shen,Sylas,Vi,Yunara,Ambessa,Jhin,Orianna,Sett,Soraka,1
NA1_5509634002,16.5,Aatrox,AurelionSol,Lux,Nami,Rengar,Irelia,Lucian,Lulu,Sion,Skarner,1
NA1_5506474271,16.5,Akali,DrMundo,Jinx,Yuumi,Zeri,Ezreal,Katarina,RekSai,Zaahen,Zac,1
NA1_5510351006,16.5,Aphelios,Camille,Nami,Taliyah,Yone,Blitzcrank,Corki,Galio,Kayle,Viego,1
NA1_5509705034,16.5,Draven,Kled,Lulu,Syndra,Vi,MasterYi,Mel,Senna,Sion,Urgot,1
NA1_5510298649,16.5,Braum,Graves,MissFortune,Pantheon,Viktor,Corki,Gwen,Kayn,Neeko,Syndra,1
NA1_5505778479,16.5,Corki,Nami,Shen,Talon,Zed,Ezreal,Gragas,Khazix,Yasuo,Zyra,0
NA1_5507771215,16.5,Ambessa,Fizz,LeeSin,Smolder,Sona,Ezreal,Galio,MasterYi,Nami,Pantheon,0
NA1_5509546431,16.5,Ahri,Brand,Shaco,Talon,Zaahen,DrMundo,Nami,Renekton,Xerath,Yone,0
NA1_5507518912,16.5,DrMundo,Ezreal,Graves,Shen,Xerath,Garen,Jhin,Kayle,MasterYi,Pyke,1
NA1_5506600300,16.5,Belveth,Pyke,Sion,Syndra,Vayne,Ezreal,Malphite,Veigar,Viego,Yuumi,1
NA1_5510872990,16.5,Annie,Karthus,Nasus,Yunara,Zyra,MissFortune,MonkeyKing,Ryze,Shaco,Thresh,1
NA1_5510003084,16.5,Blitzcrank,Draven,Rammus,Varus,Xerath,Nocturne,Ornn,Talon,Zeri,Zilean,0
NA1_5506254192,16.5,Blitzcrank,Draven,Irelia,Mordekaiser,Morgana,Camille,Sona,Veigar,Vi,Xerath,1
NA1_5509561310,16.5,Akali,Ezreal,Graves,Pantheon,Rumble,Akshan,Annie,Aurora,Nidalee,Zed,1
NA1_5505805943,16.5,Akali,DrMundo,Janna,Riven,Seraphine,Chogath,Lux,Nami,Smolder,Viego,0
NA1_5508688366,16.5,Gragas,Teemo,Varus,Zed,Zilean,LeeSin,MonkeyKing,Senna,Swain,Veigar,1
NA1_5508312318,16.5,Brand,Kayn,Lux,Sion,Thresh,Rengar,Sona,Viktor,Zaahen,Zed,0
NA1_5510799924,16.5,Aurora,Jinx,Leblanc,Renekton,Vi,Braum,Orianna,Riven,Smolder,Sylas,1
NA1_5508175303,16.5,Ashe,Fizz,Leona,Riven,Sion,Ekko,Jax,Jhin,Malzahar,Thresh,1
NA1_5510689898,16.5,Caitlyn,Nautilus,Neeko,Taliyah,Talon,Fizz,Kayn,Teemo,Viktor,Warwick,0
NA1_5510612644,16.5,Ahri,Gwen,Jinx,Kindred,Milio,Irelia,Nidalee,Sona,Sylas,Vayne,0
NA1_5508372621,16.5,Alistar,Elise,Jhin,Nasus,Taliyah,Anivia,Cassiopeia,Pyke,Rengar,Smolder,0
NA1_5508566572,16.5,Bard,Jax,Vayne,Yasuo,Ziggs,Garen,Irelia,MasterYi,Orianna,Zac,1
NA1_5509425001,16.5,Graves,Karma,Katarina,Ornn,Varus,Irelia,Janna,Sylas,Vayne,Ziggs,1
NA1_5507549107,16.5,Ezreal,Fiora,Graves,Nami,Syndra,Karma,Malphite,Mel,Yunara,Zed,0
NA1_5507061229,16.5,DrMundo,MasterYi,Samira,Viktor,Zac,Ezreal,Irelia,Mordekaiser,Senna,Talon,1
NA1_5509720578,16.5,Alistar,Hwei,Irelia,Mordekaiser,Viego,Malphite,Nami,Orianna,Samira,Talon,0
NA1_5505803371,16.5,Corki,Elise,Lucian,Nami,Shen,Hwei,Maokai,MissFortune,Mordekaiser,Talon,0
NA1_5506975171,16.5,Aatrox,Rakan,Riven,Smolder,Sylas,Elise,Kaisa,Mel,Ornn,Pyke,0
NA1_5509945356,16.5,Bard,Ezreal,Jax,Jhin,Shaco,Mel,Sejuani,Syndra,Urgot,Warwick,0
NA1_5509489284,16.5,Ambessa,Jayce,Nautilus,Riven,Ziggs,Aurora,Braum,Urgot,Vi,Yunara,0
NA1_5509740755,16.5,Ahri,Gnar,Kaisa,Milio,Udyr,Garen,Kassadin,Nocturne,Yuumi,Zeri,1
NA1_5508693157,16.5,Corki,Malphite,Nami,Syndra,Zaahen,Graves,Lux,Ornn,Yone,Zoe,0
NA1_5508605051,16.5,AurelionSol,Garen,LeeSin,Twitch,Yuumi,Bard,Kaisa,Syndra,Tryndamere,Udyr,0
NA1_5507653747,16.5,Braum,Nocturne,Sivir,Yasuo,Ziggs,Elise,Jinx,Lulu,Urgot,Veigar,0
NA1_5506856987,16.5,Ambessa,AurelionSol,Lux,Vayne,Zoe,Ashe,Khazix,Riven,Soraka,Syndra,1
NA1_5509135610,16.5,Aurora,Gragas,Kindred,Swain,Twitch,Kassadin,Sivir,Sylas,Tryndamere,Zyra,1
NA1_5505657124,16.5,Ambessa,Diana,Jinx,Renata,Ryze,Ezreal,Kayle,MonkeyKing,Nami,Volibear,0
NA1_5509117935,16.5,Ahri,Ambessa,Ashe,LeeSin,Yone,Braum,Graves,Sylas,Yunara,Zaahen,1
NA1_5510744907,16.5,Brand,DrMundo,Mordekaiser,Smolder,Talon,Janna,KSante,LeeSin,Malzahar,Swain,0
NA1_5507224564,16.5,Aatrox,Hwei,Lulu,Sejuani,Vayne,Briar,Ezreal,Jax,Leona,Viktor,1
NA1_5510858903,16.5,Ashe,Ekko,Khazix,Renekton,Zilean,Kayn,Lux,Sion,Yasuo,Zoe,0
NA1_5507252939,16.5,Bard,KSante,Karthus,Lucian,Zed,Caitlyn,Katarina,Khazix,Lux,Singed,0
NA1_5508495322,16.5,Ahri,Bard,Graves,Hwei,Irelia,Fiora,Hecarim,Jhin,Shen,Veigar,1
NA1_5506323026,16.5,Akshan,Caitlyn,Graves,KSante,Zoe,Fizz,Lucian,Rengar,Volibear,Yuumi,1
NA1_5508597596,16.5,Alistar,Pantheon,Singed,Twitch,Zac,Aurora,Kindred,Riven,Senna,Zilean,0
NA1_5510690136,16.5,Aatrox,Ahri,Akali,Sejuani,Soraka,Graves,Jhin,Singed,Swain,Yasuo,1
NA1_5509545385,16.5,Ahri,Caitlyn,Mordekaiser,Thresh,Zaahen,Ezreal,Gangplank,Rengar,Yuumi,Ziggs,0
NA1_5505816014,16.5,Ahri,Mordekaiser,Nasus,Smolder,Yuumi,Chogath,Irelia,Sona,Veigar,Zed,0
NA1_5510821982,16.5,Katarina,Kindred,Milio,Yone,Ziggs,Lux,Pyke,Rengar,Riven,Sion,0
NA1_5505845608,16.5,Akali,Aphelios,Corki,JarvanIV,Sona,Fizz,Graves,Janna,Jinx,Renekton,1
NA1_5507138800,16.5,Graves,Orianna,Smolder,Taliyah,Volibear,Jhin,Kayle,Neeko,Skarner,Zoe,1
NA1_5510053760,16.5,Aatrox,Elise,Lucian,Soraka,Xerath,Leona,Pantheon,Volibear,Yunara,Zac,1
NA1_5506720071,16.5,Ahri,Karma,Mel,Rengar,Riven,Anivia,Ezreal,LeeSin,Nautilus,Yone,1
NA1_5508246815,16.5,Ahri,MissFortune,Nautilus,Viego,Zoe,Corki,Elise,Graves,Kaisa,Rell,0
NA1_5508927939,16.5,Ambessa,Corki,Ekko,Morgana,Yone,Brand,LeeSin,Senna,Syndra,Urgot,1
NA1_5508485819,16.5,Ashe,Kayn,Rumble,Seraphine,Zac,Gragas,Khazix,Lulu,Morgana,Yunara,0
NA1_5506345283,16.5,Corki,MonkeyKing,Pyke,Ryze,XinZhao,Darius,Karma,Malphite,Malzahar,Yasuo,0
NA1_5505726772,16.5,Ahri,Kaisa,Nami,Viego,Zed,JarvanIV,Smolder,Velkoz,Vex,Warwick,1
NA1_5505791095,16.5,Caitlyn,Fizz,Gangplank,Rammus,Zaahen,RekSai,Rumble,Talon,Thresh,Twitch,1
NA1_5507664861,16.5,Gnar,Janna,MonkeyKing,Swain,Vex,Irelia,Karma,Kassadin,Nocturne,Yasuo,1
NA1_5509930914,16.5,Ahri,Camille,Ekko,Karma,Senna,Bard,Garen,Nocturne,Vladimir,Ziggs,1
NA1_5508594654,16.5,Aatrox,Leona,Orianna,Sivir,Taliyah,Belveth,Caitlyn,Camille,Mel,Morgana,0
NA1_5507342011,16.5,Azir,Graves,Lux,Velkoz,Yone,Kindred,Orianna,Poppy,Rell,Twitch,1
NA1_5509930641,16.5,Aatrox,Leona,XinZhao,Yunara,Zac,Ahri,Darius,Sona,Xayah,Zaahen,0
NA1_5506994901,16.5,AurelionSol,Ornn,Sona,Talon,Vayne,Jinx,Senna,Taric,Teemo,Yone,0
NA1_5508318634,16.5,Blitzcrank,Hecarim,Samira,Veigar,Yasuo,Karthus,Leona,Ryze,Sion,Smolder,0
NA1_5507887433,16.5,Gnar,Janna,Kaisa,Udyr,Ziggs,MasterYi,Nami,Vayne,Viktor,Volibear,1
NA1_5510745013,16.5,Aurora,Draven,Lillia,Nautilus,TwistedFate,Corki,Orianna,Pyke,Sion,Zac,0
NA1_5509445319,16.5,Ahri,Kaisa,MasterYi,Nautilus,Poppy,Gnar,LeeSin,Nami,Veigar,Xerath,1
NA1_5506857278,16.5,Braum,Gragas,Kayle,Lucian,Qiyana,Jhin,Khazix,Leblanc,Mordekaiser,Nami,0
NA1_5505591835,16.5,Aatrox,Anivia,Elise,Qiyana,Smolder,Lux,Riven,TahmKench,XinZhao,Zed,0
NA1_5508448839,16.5,Alistar,Khazix,Mel,Nasus,Rumble,Chogath,DrMundo,Jayce,Kaisa,Leona,1
NA1_5510411254,16.5,Aatrox,AurelionSol,Bard,Corki,Graves,Caitlyn,Ivern,KSante,Thresh,Viktor,1
NA1_5510314965,16.5,Amumu,Anivia,Fiora,Riven,Viego,Kayn,Lux,Rell,Seraphine,Yone,1
