match_id,source_platform,source_region,patch,blue_top,blue_jg,blue_mid,blue_adc,blue_sup,red_top,red_jg,red_mid,red_adc,red_sup,blue_top_wr,blue_jg_wr,blue_mid_wr,blue_adc_wr,blue_sup_wr,red_top_wr,red_jg_wr,red_mid_wr,red_adc_wr,red_sup_wr,blue_top_games,blue_jg_games,blue_mid_games,blue_adc_games,blue_sup_games,red_top_games,red_jg_games,red_mid_games,red_adc_games,red_sup_games,blue_avg_wr,red_avg_wr,avg_wr_diff,blue_win
OC1_694808616,OC1,SEA,16.5,Aatrox,Ekko,Talon,Jinx,Karma,KSante,Karthus,Ambessa,Jhin,Seraphine,0.6486486486486487,0.5169082125603864,0.5413793103448276,0.5176151761517616,0.5183673469387755,0.5095541401273885,0.4826086956521739,0.5316091954022989,0.5577889447236181,0.5024875621890548,111,207,290,369,245,628,230,348,199,402,0.5485837389288799,0.5168097076189069,0.03177403130997303,0
OC1_694806422,OC1,SEA,16.5,Yasuo,Ekko,Pantheon,Varus,Seraphine,Sion,Zyra,Naafiri,Ezreal,Karma,0.5424836601307189,0.6285714285714286,0.618421052631579,0.517799352750809,0.5806451612903226,0.5504885993485342,0.5519287833827893,0.5011086474501109,0.5577889447236181,0.5063291139240507,153,140,76,309,124,307,337,451,199,395,0.5775841310749716,0.5335288177658206,0.04405531330915102,1
OC1_694800017,OC1,SEA,16.5,Varus,Viego,Talon,Lucian,Alistar,Malphite,Ambessa,Yasuo,Ashe,Seraphine,0.5238095238095238,0.6710526315789473,0.5130434782608696,0.5577889447236181,0.504424778761062,0.5095541401273885,0.5316091954022989,0.5073068893528184,0.517799352750809,0.5024875621890548,420,76,115,199,339,628,348,479,309,402,0.5540238714268042,0.5137514279644739,0.040272443462330276,0
OC1_694794699,OC1,SEA,16.5,KSante,Nidalee,Nocturne,Varus,Taric,Smolder,Viego,Ryze,Ezreal,Senna,0.5095541401273885,0.6710526315789473,0.5130434782608696,0.5238095238095238,0.5577889447236181,0.5102040816326531,0.5316091954022989,0.5645161290322581,0.5774058577405857,0.5120481927710844,628,76,115,420,199,98,348,186,239,332,0.5550497437000695,0.539156691315776,0.015893052384293505,1
OC1_695958316,OC1,SEA,16.6,Nasus,Ambessa,Ahri,Jhin,Blitzcrank,Riven,Shyvana,Lux,Ezreal,Sona,0.5157894736842106,0.5163398692810458,0.4853801169590643,0.4766666666666667,0.5290322580645161,0.6625,0.5,0.5,0.46875,0.5,380,153,171,300,155,80,0,108,160,8,0.5046416769311006,0.52625,-0.02160832306889937,0
OC1_695951702,OC1,SEA,16.6,Pantheon,Rengar,Neeko,Lucian,Nami,Olaf,Evelynn,Annie,Ezreal,Jax,0.4899135446685879,0.42105263157894735,0.5285714285714286,0.46875,0.5278810408921933,0.618421052631579,0.5027932960893855,0.508641975308642,0.5021097046413502,0.25,347,57,140,160,269,76,179,405,474,8,0.48723372914223145,0.4763932057341913,0.010840523408040148,1
OC1_695947925,OC1,SEA,16.6,Jax,MonkeyKing,Azir,Smolder,Bard,KSante,Khazix,TwistedFate,Xayah,Thresh,0.4959349593495935,0.5239520958083832,0.5258620689655172,0.5,0.5287958115183246,0.5142857142857142,0.5637254901960784,0.45918367346938777,0.5,0.46875,492,334,116,342,191,35,204,98,48,160,0.5149089871283637,0.5011889755902361,0.01372001153812763,0
OC1_695822741,OC1,SEA,16.5,Ambessa,MonkeyKing,Viktor,Yasuo,Pyke,Teemo,Vi,Zed,Ashe,Sona,0.5497382198952879,0.5016077170418006,0.5333333333333333,0.5147540983606558,0.8,0.18181818181818182,0.47619047619047616,0.5076923076923077,0.46875,0.5095238095238095,191,311,300,305,10,11,84,65,160,210,0.5798866737262156,0.428794955044955,0.1510917186812606,1
OC1_695624318,OC1,SEA,16.5,Yasuo,Elise,Mel,Ezreal,Pantheon,Jayce,Khazix,Vex,Ashe,Lulu,0.5324675324675324,0.4826254826254826,0.5660377358490566,0.5360281195079086,0.50853889943074,0.5217391304347826,0.5240384615384616,0.4978723404255319,0.46875,0.5,77,259,159,569,527,23,208,235,160,0,0.5251395539761441,0.5024799864797552,0.022659567496388866,1
OC1_695620247,OC1,SEA,16.5,Gwen,Belveth,Corki,Mel,Karma,Ambessa,MasterYi,Malzahar,Lucian,Nami,0.6666666666666666,0.3076923076923077,0.5183946488294314,0.5157894736842106,0.4864864864864865,0.5258620689655172,0.5,0.5801526717557252,0.46875,0.5,24,13,299,380,259,116,8,131,160,54,0.4990059166718206,0.5149529481442485,-0.01594703147242793,0
EUW1_7786829957,EUW1,EUROPE,16.6,Chogath,Zyra,Yone,Mel,Nami,DrMundo,RekSai,Ekko,AurelionSol,Alistar,0.5569620253164557,0.5241935483870968,0.5327380952380952,0.48148148148148145,0.5225563909774437,0.5397727272727273,0.5625,0.5371428571428571,0.5104166666666666,0.575,79,124,336,216,266,176,240,175,96,120,0.5235863082801145,0.5449664502164502,-0.02138014193633564,0
EUW1_7786497146,EUW1,EUROPE,16.6,Trundle,Nocturne,Xerath,Lucian,Janna,Aurora,Khazix,Zed,Sivir,Nami,0.56,0.5232876712328767,0.5397727272727273,0.4943820224719101,0.5365853658536586,0.4755043227665706,0.5102040816326531,0.5652173913043478,0.5306603773584906,0.5211267605633803,25,365,176,178,82,347,196,92,424,71,0.5308055573662346,0.5205425867250885,0.010262970641146119,0
EUW1_7786434262,EUW1,EUROPE,16.6,Jayce,LeeSin,Annie,Kaisa,Maokai,Kennen,Shyvana,Akshan,Ezreal,Karma,0.49144254278728605,0.477124183006536,0.5285714285714286,0.49838187702265374,0.5153374233128835,0.5397727272727273,0.5443037974683544,0.5333333333333333,0.5040650406504065,0.4963144963144963,409,306,210,309,163,176,316,75,369,407,0.5021714909401576,0.5235578790078635,-0.021386388067705986,0
EUW1_7786367554,EUW1,EUROPE,16.6,Varus,Talon,Kled,Seraphine,Bard,Malphite,Viego,Orianna,Jhin,Yuumi,0.6370967741935484,0.6598639455782312,0.5204918032786885,0.48923076923076925,0.6451612903225806,0.5397727272727273,0.5152941176470588,0.5,0.5344827586206896,0.541501976284585,124,147,244,325,31,176,425,446,58,253,0.5903689165207636,0.5262103159650121,0.06415860055575151,1
EUW1_7783926629,EUW1,EUROPE,16.5,Shen,Ambessa,Ahri,Caitlyn,Nami,Sylas,XinZhao,Hwei,Twitch,Karma,0.481981981981982,0.499009900990099,0.5403225806451613,0.515625,0.5037878787878788,0.5397727272727273,0.5078651685393258,0.5901639344262295,0.5421686746987951,0.5546218487394958,222,505,248,256,528,176,445,122,83,238,0.5081454684810243,0.5469184707353147,-0.03877300225429048,0
EUW1_7783898866,EUW1,EUROPE,16.5,Fiora,JarvanIV,Taliyah,Kaisa,Shaco,Kennen,LeeSin,Lissandra,Ashe,Lux,0.5873015873015873,0.5141509433962265,0.5679012345679012,0.5037878787878788,0.5152838427947598,0.5397727272727273,0.5078651685393258,0.5784313725490197,0.5476190476190477,0.49335863377609107,63,212,162,528,229,176,445,102,126,527,0.5376850973696707,0.5334093899512423,0.0042757074184284205,0
EUW1_7783875392,EUW1,EUROPE,16.5,Kennen,XinZhao,Camille,Jhin,Senna,Varus,Tryndamere,Sylas,Ezreal,Nami,0.5397727272727273,0.5078651685393258,0.49843260188087773,0.5161290322580645,0.5098039215686274,0.51875,0.5679012345679012,0.5615763546798029,0.5340599455040872,0.5180722891566265,176,445,319,310,51,480,162,203,367,166,0.5144006903039245,0.5400719647816835,-0.025671274477758965,1
EUW1_7783853010,EUW1,EUROPE,16.5,Ambessa,Shen,Chogath,Samira,Nautilus,DrMundo,MonkeyKing,Syndra,Draven,Nami,0.5176470588235295,0.5390781563126252,0.4874274661508704,0.5172413793103449,0.4444444444444444,0.5397727272727273,0.5078651685393258,0.5304054054054054,0.4222222222222222,0.5505050505050505,340,499,517,87,54,176,445,296,45,198,0.5011677010083628,0.5101541147889462,-0.008986413780583402,0
EUW1_7783818720,EUW1,EUROPE,16.5,Ornn,JarvanIV,Fizz,Samira,Senna,Kennen,Zaahen,Zilean,Ezreal,Xerath,0.5177865612648221,0.5271317829457365,0.4981132075471698,0.4965034965034965,0.575,0.5397727272727273,0.5078651685393258,0.5227272727272727,0.48450704225352115,0.5138888888888888,253,129,265,429,200,176,445,176,355,288,0.522907009652245,0.5137522199363472,0.009154789715897782,1
EUW1_7778263091,EUW1,EUROPE,16.5,Jax,Volibear,Galio,Smolder,Rakan,Malphite,Hecarim,Zilean,Twitch,Nami,0.5397727272727273,0.5078651685393258,0.5701754385964912,0.494279176201373,0.536036036036036,0.4970414201183432,0.5039370078740157,0.573170731707317,0.6,0.6,176,445,114,437,222,169,381,164,80,80,0.5296257093291906,0.5548298319399352,-0.02520412261074456,0
EUW1_7778237218,EUW1,EUROPE,16.5,Irelia,Rengar,Garen,Jinx,TahmKench,Camille,Sylas,TwistedFate,Caitlyn,Leona,0.5078651685393258,0.45652173913043476,0.5397727272727273,0.4824120603015075,0.5329768270944741,0.75,0.5824175824175825,0.6050955414012739,0.573170731707317,0.5390781563126252,445,46,176,199,561,20,91,157,164,499,0.5039097044676939,0.6099524023677597,-0.10604269790006582,0
EUW1_7763761929,EUW1,EUROPE,16.5,Yone,MonkeyKing,Diana,Jinx,Taric,Kennen,Ambessa,Vex,Sivir,Thresh,0.5614035087719298,0.5025380710659898,0.503968253968254,0.6666666666666666,0.49372384937238495,0.5397727272727273,0.499009900990099,0.5031055900621118,0.5216049382716049,0.5342960288808665,114,197,252,21,239,176,505,322,324,277,0.545660069969045,0.5195578370954819,0.02610223287356317,1
EUW1_7763739779,EUW1,EUROPE,16.5,Ambessa,Taliyah,Zed,Jinx,Janna,Darius,Udyr,Annie,Yunara,Seraphine,0.5115131578947368,0.5129682997118156,0.6181818181818182,0.5502392344497608,0.5338983050847458,0.5813953488372093,0.5152542372881356,0.5397727272727273,0.43478260869565216,0.49122807017543857,608,347,55,209,236,86,295,176,23,513,0.5453601630645755,0.5124865984538326,0.03287356461074287,1
EUW1_7763372731,EUW1,EUROPE,16.5,Kennen,XinZhao,Leblanc,KogMaw,Karma,Gangplank,LeeSin,Kassadin,Twitch,Lulu,0.5397727272727273,0.5078651685393258,0.5056818181818182,0.5069306930693069,0.5581395348837209,0.5428571428571428,0.5887096774193549,0.518957345971564,0.5341614906832298,0.5869565217391305,176,445,176,505,172,140,124,422,322,184,0.5236779883893798,0.5543284357340844,-0.030650447344704568,0
EUW1_7763329957,EUW1,EUROPE,16.5,KSante,Rammus,Hwei,Caitlyn,Sona,Kennen,MonkeyKing,Qiyana,Jhin,Velkoz,0.5424836601307189,0.5346534653465347,0.5,0.549636803874092,0.5135135135135135,0.5397727272727273,0.5078651685393258,0.5450819672131147,0.5294117647058824,0.5114942528735632,306,101,0,413,74,176,445,244,153,174,0.5280574885729719,0.5267251761209227,0.0013323124520491225,0
EUW1_7762868566,EUW1,EUROPE,16.5,Kennen,Qiyana,Swain,Tristana,Zilean,Jax,Rengar,Zed,Taliyah,Pantheon,0.5397727272727273,0.5564516129032258,0.5454545454545454,0.49848024316109424,0.5238095238095238,0.6236559139784946,0.5022026431718062,0.546875,0.4166666666666667,0.4574468085106383,176,248,132,329,210,93,227,320,60,94,0.5327937305202233,0.5093694064655212,0.023424324054702073,0
EUW1_7762761238,EUW1,EUROPE,16.5,Aatrox,Hecarim,Orianna,Mel,Nami,Kennen,Talon,Leblanc,Caitlyn,Bard,0.5175983436853002,0.5077720207253886,0.5686274509803921,0.5315315315315315,0.49303621169916434,0.5397727272727273,0.5316455696202531,0.5351681957186545,0.5333333333333333,0.4900398406374502,483,193,153,111,718,176,237,327,180,251,0.5237131117243553,0.5259919333164838,-0.002278821592128444,1
EUW1_7762601151,EUW1,EUROPE,16.5,Zac,LeeSin,Zoe,Smolder,Lulu,Gragas,Briar,Yone,Jhin,Bard,0.4823529411764706,0.5230125523012552,0.568904593639576,0.5069767441860465,0.5397727272727273,0.6923076923076923,0.5086206896551724,0.5088161209068011,0.5238095238095238,0.4838709677419355,255,478,283,215,176,52,348,397,357,124,0.5242039117152151,0.5434849988842251,-0.019281087169010003,0
EUW1_7762564394,EUW1,EUROPE,16.5,Garen,Khazix,Corki,Mel,Zilean,Camille,Brand,Fizz,Aphelios,Pyke,0.5443786982248521,0.5271493212669683,0.5404255319148936,0.5042492917847026,0.5397727272727273,0.5490196078431373,0.5053763440860215,0.49159663865546216,0.5467032967032966,0.46511627906976744,169,442,235,353,176,357,186,238,364,43,0.5311951140928288,0.511562433271537,0.01963268082129177,1
EUW1_7786243865,EUW1,EUROPE,16.6,Irelia,Shyvana,Ryze,Corki,Nami,Sion,Talon,Akshan,Mel,Rell,0.5253333333333333,0.8,0.5465116279069767,0.5689655172413793,0.5393700787401575,0.5316804407713499,0.5026642984014209,0.5419103313840156,0.5684210526315789,0.5081967213114754,375,5,258,232,508,363,563,513,190,305,0.5960361114443694,0.5305745688999681,0.06546154254440129,1
EUW1_7786183354,EUW1,EUROPE,16.6,MasterYi,Sylas,Yasuo,Veigar,Rakan,Zaahen,FiddleSticks,Akali,Yunara,Braum,0.5364077669902912,0.5026642984014209,0.5302593659942363,0.5684210526315789,0.5294117647058824,0.5355029585798816,0.5847953216374269,0.5054545454545455,0.5159235668789809,0.5393794749403341,412,563,347,190,255,338,171,550,628,419,0.5334328497446819,0.5362111734982338,-0.0027783237535519145,1
EUW1_7783053042,EUW1,EUROPE,16.5,Camille,Talon,Yasuo,Kaisa,Qiyana,MasterYi,Khazix,Ryze,Mel,Nasus,0.5477386934673367,0.5019011406844106,0.5753012048192772,0.5274725274725275,0.5369649805447471,0.5364077669902912,0.5026642984014209,0.5051975051975052,0.5684210526315789,0.582995951417004,199,263,332,91,257,412,563,481,190,247,0.5378757093976598,0.53913731492756,-0.0012616055299001783,0
EUW1_7782994724,EUW1,EUROPE,16.5,MasterYi,DrMundo,Ezreal,Mel,Nami,Rumble,XinZhao,Orianna,Kalista,Nautilus,0.5364077669902912,0.5026642984014209,0.5324675324675324,0.5684210526315789,0.5088062622309197,0.5704225352112676,0.5958549222797928,0.6037735849056604,0.531615925058548,0.5355329949238579,412,563,231,190,511,284,193,106,427,394,0.5297533825443487,0.5674399924758253,-0.037686609931476656,1
EUW1_7782934877,EUW1,EUROPE,16.5,Ornn,Viego,Ahri,Draven,Bard,Veigar,Khazix,Viktor,Ezreal,Zilean,0.5027472527472527,0.4966887417218543,0.47513812154696133,0.5961538461538461,0.5263157894736842,0.5684210526315789,0.5026642984014209,0.5199362041467305,0.5142857142857142,0.5200764818355641,364,302,181,156,247,190,563,627,490,523,0.5194087503287197,0.5250767502602017,-0.005667999931482037,0
EUW1_7782876771,EUW1,EUROPE,16.5,Renekton,Taliyah,TwistedFate,Smolder,Nami,Pantheon,Aatrox,Mel,Yunara,Lulu,0.5278592375366569,0.5661157024793388,0.5704989154013015,0.5098039215686274,0.5548387096774193,0.5361990950226244,0.5026642984014209,0.5684210526315789,0.49137931034482757,0.5411764705882353,341,242,461,510,310,442,563,190,232,85,0.5458232973326688,0.5279680453977373,0.017855251934931426,1
